fen	bestmove	score_cp	multipv	suite	split	case_id	random_prefix	takeover_plies	final_ply	worker	attempt
r1baka3/6n2/8b/n3p3P/2p6/1p4p1R/P3PcPc1/3RB4/4C4/2NAKABN1 b	c5c4	-3330	1:c5c4:-3330;2:f3a3:-3470;3:g8f6:-3499;4:g4g3:-3492	random_pikafish_takeover	seed	case-000400	53	2	55	2	70
1nb1ka3/4r4/4ban1r/pc2Cc1C1/P1p3p1p/2P3B2/4P1P1P/N4A3/4K2R1/1R3ABN1 w	e6e8	3369	1:e6e8:3369;2:h6h9:3205;3:a5a6:3152;4:g4e2:3107	random_pikafish_takeover	seed	case-000401	50	2	52	3	70
1nbakabr1/9/9/p1p1p1p1p/9/2P2r1c1/Pc2P1P1P/B1N6/1R3C3/2BAKA1NR b	b3g3	841	1:b3g3:841;2:b3c3:158;3:b3d3:105;4:h4h5:-21	random_pikafish_takeover	seed	case-000402	23	2	25	0	69
3akab2/9/3r4n/rnp1p1p2/p1b5P/P1P2cB2/6P2/4BA3/5K3/RN1A1R1C1 w	f1e1	-4259	1:f1e1:-4259;2:f2e1:-4860	random_pikafish_takeover	seed	case-000403	78	2	80	5	69
5abnr/3k5/4bar1C/p5p2/1c1Cp3p/2p1P3P/PnP2cP2/B3B1N2/5R3/1N1AKA2R b	h9i7	851	1:h9i7:851;2:b5b0:687;3:i9i7:667;4:i5i4:548	random_pikafish_takeover	seed	case-000404	51	2	53	4	70
2baka1nr/2C6/8b/3R4p/2p1p4/P5B1P/n3P1P2/R3KCN2/4A4/1r1A2B2 w	e2d2	3658	1:e2d2:3658;2:a2a3:3650;3:e1f0:3428;4:d6c6:3421	random_pikafish_takeover	seed	case-000405	54	2	56	1	69
1n3abn1/3ra4/b4k3/p3p3p/2pC1CP2/P1P5P/3NPr3/3R4B/R1c6/2BAKA3 b	d8d5	-2200	1:d8d5:-2200;2:f3e3:-1851;3:h9g7:-2077;4:g9e7:-2410	random_pikafish_takeover	seed	case-000406	57	2	59	2	71
2bakr3/2r6/4b2c1/4C1p2/c1p1p3p/P1p3R2/4P1P1P/8N/2R6/2BAKAB2 b	e7g5	-1	1:e7g5:-1;2:e7g9:-261;3:d9e8:-2198;4:c8e8:-3864	random_pikafish_takeover	seed	case-000407	55	2	57	3	71
1nbak2C1/c3a4/9/1rp1p1p2/p2c2b1p/2P1P3P/P3R3N/B3B4/4A4/RN1K1AC2 w	g0g6	5476	1:g0g6:5476;2:b0c2:5312;3:e4e5:5049;4:c4c5:5320	random_pikafish_takeover	seed	case-000408	60	2	62	0	70
rnbakabnr/C8/9/2p3p2/p3p3C/3R5/P1P1PcP1P/R8/9/1NBAKcBN1 w	e0f0	-153	1:e0f0:-153;2:h0g2:-224;3:h0i2:-679;4:g0i2:-1330	random_pikafish_takeover	seed	case-000409	28	2	30	5	70
1nb1ka2r/1n2ar3/4b3c/p1p1pC3/8p/C8/P1c1P1p1P/6N2/5R3/RNBAKAB2 w	f6i6	-2393	1:f6i6:-2393;2:b0a2:-2393;3:g2i1:-2684;4:a0a1:-2596	random_pikafish_takeover	seed	case-000410	42	2	44	4	71
2n1kabn1/4a1c1r/1r2b4/p8/P1P1C4/4P3p/6Pp1/1R2BCN2/4A4/2BNKA2R w	c5d5	2061	1:c5d5:2061;2:g2h0:2059;3:a5b5:1919;4:i0i2:1748	random_pikafish_takeover	seed	case-000411	50	2	52	1	70
2ba1ab1r/r3k4/2n6/p1p5p/3cp1p2/2P2c3/P3P1P1P/2N4CN/4A3C/1RB1KAB1R w	h2e2	3837	1:h2e2:3837;2:i0h0:3567;3:b0b7:3557;4:b0b5:3550	random_pikafish_takeover	seed	case-000412	22	2	24	2	72
rn1akabn1/9/1Cc1b4/pRp3p2/4p3p/2P6/P3P1c1P/3AN1r1B/4KR3/2BA5 w	f1f8	-3195	1:f1f8:-3195;2:e2g3:-3236;3:f1f3:-3602;4:f1f6:-3873	random_pikafish_takeover	seed	case-000413	58	2	60	3	72
rnba1k3/9/4b2c1/p3p1p2/P1p3C1p/8P/1cP1P1P2/9/2R1K4/RNBA1rBN1 b	a9a8	5120	1:a9a8:5120;2:f0f1:5094;3:e7g5:4535;4:a9a7:4478	random_pikafish_takeover	seed	case-000414	49	2	51	0	71
r1bakabn1/r8/n8/2p3R1p/p1c6/4p4/P5P1P/B2R1A3/5K3/3A2BN1 b	g9e7	4297	1:g9e7:4297;2:a7c8:4279;3:d9e8:4261;4:a5a4:4259	random_pikafish_takeover	seed	case-000415	55	2	57	5	71
1n1akabnr/9/b6C1/p3p1p1p/1c4P2/3C1r3/P1p2c2P/8N/9/RNBAKAB1R w	i0h0	-3320	1:i0h0:-3320;2:c0e2:-3322;3:b0a2:-3324;4:d0e1:-3416	random_pikafish_takeover	seed	case-000416	26	2	28	4	72
1nb1kab1r/3ra2C1/8n/p1p1p1p1p/1c3C3/6P2/P1P1P3P/4B4/R3A4/1N2KABNc b	d8d7	4170	1:d8d7:4170;2:e8d9:4071;3:d8d5:4069;4:d8d9:4021	random_pikafish_takeover	seed	case-000417	15	2	17	1	71
r1b1kab2/4a4/1n7/2p1p1P1n/pC7/P1P6/2c6/4B2p1/R3A4/3K1ABc1 w	b5b6	-4922	1:b5b6:-4922;2:a1a3:-4949;3:g6f6:-5014;4:b5b2:-5068	random_pikafish_takeover	seed	case-000418	76	2	78	2	73
3rka1n1/4a4/b1n1b3r/8p/1cP3p2/p3P1P1P/P3p4/4B4/3KA2N1/2RA2BR1 w	e1d2	-4949	1:e1d2:-4949;2:c5d5:-5754	random_pikafish_takeover	seed	case-000419	58	2	60	3	73
1r1akab1r/4n4/b5n2/pCp1p1p1p/9/6Bc1/P1P1P1P1P/6NC1/R3A4/1c2KAB1R b	b9b6	3913	1:b9b6:3913;2:b0b5:3497;3:b0b4:3478;4:b0b3:3474	random_pikafish_takeover	seed	case-000420	13	2	15	0	72
1nba1a3/3rk1n1r/2c1b1c2/p3p1p1p/2p6/2P6/P3P1P1P/3C2C2/R3AR3/1NB1KABN1 b	e8e9	-97	1:e8e9:-97;2:d8b8:-147;3:c5c4:-450;4:b9a7:-553	random_pikafish_takeover	seed	case-000421	39	2	41	5	72
rn1akabn1/4c4/b6r1/pCp1p1p1p/9/9/P1P1P1P1P/R3B4/9/1N1AKABNR w	h0g2	-10	1:h0g2:-10;2:b6e6:-14;3:b0d1:-22;4:b0c2:-31	random_pikafish_takeover	seed	case-000422	14	2	16	4	73
1n1akab2/4c4/1r2b1n1r/p1C1p3p/6C2/2p3P2/P1P1P3P/1c6B/3RA3R/1N1AK2N1 b	g7f5	3328	1:g7f5:3328;2:e8b8:3081;3:b2e2:2507;4:e8c8:2462	random_pikafish_takeover	seed	case-000423	35	2	37	1	72
2baka3/9/6n2/p1n3p2/r1p1c1P2/P4N2P/2P4R1/4BA2B/1c7/2RCKAC2 w	f0e1	4445	1:f0e1:4445;2:h3e3:4184;3:f2e1:4083;4:e2c4:3429	random_pikafish_takeover	seed	case-000424	84	2	86	2	74
1n1ak4/rC3n3/b2a3rb/p8/2p3p1p/6P2/P1P1C3P/2N1c3R/c3N2R1/3AKAB2 w	i2e2	261	1:i2e2:261;2:g0e2:-1937;3:e1c0:-2535;4:e1g2:-2783	random_pikafish_takeover	seed	case-000425	56	2	58	3	74
3aka2r/5c3/b3P1n1c/p1prn1p1p/9/P8/2P3P1P/2C1C4/5R3/1NBAKABNR w	f1f8	3170	1:f1f8:3170;2:i0i2:3060;3:h0g2:2853;4:f1f6:2741	random_pikafish_takeover	seed	case-000426	26	2	28	0	73
4ka1r1/8n/r4a2b/1c2p1p2/1n4b1p/pNP5P/4P1P2/1C7/4A2c1/R1BAK1BNR w	i4i5	-1961	1:i4i5:-1961;2:b2b5:-1925;3:c4c5:-1987;4:i0i2:-2280	random_pikafish_takeover	seed	case-000427	60	2	62	5	73
1n1aka3/8r/4b2n1/p1p1p1p1p/P3c1bc1/2C6/R3P3P/3rB4/2C1N3N/4KAB1R b	i8d8	3049	1:i8d8:3049;2:d2d1:2944;3:i8f8:2912;4:a6a5:2494	random_pikafish_takeover	seed	case-000428	53	2	55	4	74
rnbaka3/4C3r/1c2b3n/p1p1p4/C4cp2/8p/P1P1P1P1P/4B1N2/9/RN1AKAB2 b	a6a5	4589	1:a6a5:4589;2:b7a7:4019;3:b9a7:3963;4:i8e8:3639	random_pikafish_takeover	seed	case-000429	33	2	35	1	73
rn1akarn1/9/bc1Cb4/9/p1p1p1p1P/7R1/P1P3P2/2N2A3/4A1C2/2B1K1BNR b	a7c9	-3531	1:a7c9:-3531;2:f9e8:-3578;3:d9e8:-3591;4:h9g7:-3591	random_pikafish_takeover	seed	case-000430	45	2	47	2	75
C2a1ab1r/4k4/4b1C1n/p5p1P/2p1P4/9/P1P3P2/4B3B/3c3R1/RN1AKA1c1 w	h1h0	5950	1:h1h0:5950;2:e2g0:5522;3:e0e1:1383;4:f0e1:-661	random_pikafish_takeover	seed	case-000431	52	2	54	3	75
3ak1bR1/4a1n2/2n6/2p6/1P4p1p/p5B2/Pr4P1P/B5R2/4K4/1N3A3 b	b3e3	-3713	1:b3e3:-3713;2:b3f3:-4124;3:c7e6:-4600;4:g8e7:-4594	random_pikafish_takeover	seed	case-000432	89	2	91	0	74
1nbaka3/r3n4/4b4/3C5/p1p1r3p/2P6/P3P1P1P/N1R1B3N/2C6/R1BAKA3 b	c5c4	-4345	1:c5c4:-4345;2:e8g7:-4443;3:e5e6:-4447;4:a8d8:-4473	random_pikafish_takeover	seed	case-000433	57	2	59	5	74
r2a1ab1r/C8/3k4n/p7p/2b1pn3/P1P1P1P1P/9/1R2BA3/9/1NBAK1cN1 w	b2b7	2	1:b2b7:2;2:a8h8:-207;3:a8f8:-702;4:a8i8:-1046	random_pikafish_takeover	seed	case-000434	46	2	48	4	75
rn1a1abnr/4k4/b4C1c1/p1p6/4p1p1c/8p/P1P1P1P1P/C2AK4/6R2/RNBA2B2 b	i5i3	3448	1:i5i3:3448;2:i4i3:3151;3:i4h4:2873;4:e8e9:2721	random_pikafish_takeover	seed	case-000435	35	2	37	1	74
r2k1ab1r/3na4/bC6n/pcp3p2/4p1C1p/2P3P1P/P3PN3/2N6/9/1RBAKAB1R b	a9b9	-3084	1:a9b9:-3084;2:g6g5:-3159;3:d8b7:-3167;4:i5i4:-3432	random_pikafish_takeover	seed	case-000436	27	2	29	2	76
1nb1ka3/4ar3/r2cb3n/p1p1p1p1p/4C4/P8/4P1P1P/R3BAN1R/9/2c1KA1N1 b	c0c5	4158	1:c0c5:4158;2:c0c3:4067;3:e6e5:4039;4:c0f0:3992	random_pikafish_takeover	seed	case-000437	37	2	39	3	76
rnbaka3/3c4r/3n3c1/2p1p1p2/p5b2/P5P1C/2P1P3P/B8/4N4/RNBAKA2R b	a5a4	2987	1:a5a4:2987;2:h7e7:2933;3:b9c7:2944;4:g5e7:2831	random_pikafish_takeover	seed	case-000438	37	2	39	0	75
1nbaka3/1C4r2/b8/p4np1p/1c2P3P/P1P3P2/9/B2N3c1/3N5/R2AKAB1R w	b8b6	2846	1:b8b6:2846;2:b8b7:2615;3:i0h0:2464;4:d2f1:2514	random_pikafish_takeover	seed	case-000439	58	2	60	5	75
2ba1kb2/5n3/5a3/8p/9/3Rp1p2/pc2Pr2P/B2A3N1/3NA2C1/1R2K4 w	d4d8	4023	1:d4d8:4023;2:d4e4:3983;3:d4d6:3971;4:h2f3:3907	random_pikafish_takeover	seed	case-000440	86	2	88	4	76
2rk1a3/1R7/n4a2b/p1p5p/2b1p1pr1/P1P6/2C3P2/B3B3N/4K3c/3A1A3 b	c9c7	4604	1:c9c7:4604;2:h5h1:4470;3:e5e4:4406;4:i1i0:4375	random_pikafish_takeover	seed	case-000441	67	2	69	1	75
3akab2/9/4n4/2N6/P1b1p1p1p/4c4/4r1PcP/B3KAN1R/2R6/5AB2 w	e2d2	-5999	1:e2d2:-5999	random_pikafish_takeover	seed	case-000442	86	2	88	2	77
r1b2ab1r/4k4/1cn2a2n/p1p1p1p1p/9/C8/P1P1P1P1P/3NB4/9/R1BA1K2R b	a9b9	2707	1:a9b9:2707;2:b7a7:1970;3:c9a7:810;4:b7b0:-71	random_pikafish_takeover	seed	case-000443	31	2	33	0	76
2c1karn1/3n5/b2a4b/9/1r6p/P3P1pRP/2P3P2/9/4A3R/1N1AK1BN1 w	h4g4	-3693	1:h4g4:-3693;2:a4a5:-3929;3:h4h7:-3982;4:g3g4:-4044	random_pikafish_takeover	seed	case-000444	84	2	86	5	76
rnbakab1r/9/6N2/p1p1pCp2/9/9/P1P1P1P1p/4C4/4A2c1/RNB1KAB2 b	c9e7	1054	1:c9e7:1054;2:i9i5:999;3:b9c7:944;4:a9a7:666	random_pikafish_takeover	seed	case-000445	23	2	25	4	77
1r1ak4/3R3C1/c4an1b/6p1p/1Cp2Pb1c/6P2/1NP5P/4B4/9/2RAKABN1 b	b9b5	-4102	1:b9b5:-4102;2:a7e7:-4291;3:i5h5:-4557;4:b9b6:-4607	random_pikafish_takeover	seed	case-000446	59	2	61	3	78
rnba1abnr/5k3/9/p1p1p1p1p/9/8P/PcP1P1P2/2N4C1/1C7/R1BAKABN1 b	i9i7	1516	1:i9i7:1516;2:b9c7:1416;3:h9g7:1328;4:f8e8:1136	random_pikafish_takeover	seed	case-000447	13	2	15	1	76
3a1a1n1/9/2r1kn1cb/p1p1p4/2b3P2/Pc4B2/2P6/R1C2AR1N/9/2B1KA3 w	g5f5	2238	1:g5f5:2238;2:a2b2:2167;3:g5g6:2014;4:c3c4:1757	random_pikafish_takeover	seed	case-000448	62	2	64	2	78
1n2ka1n1/7C1/r2a4b/p1p1p4/6b1p/P3P1B2/2P3P1P/R2A4R/1c7/2BA1K1N1 w	a2b2	4359	1:a2b2:4359;2:i2f2:3942;3:i2h2:3922;4:h8i8:3907	random_pikafish_takeover	seed	case-000449	38	2	40	0	77
CR1akab2/9/4br2n/p1p6/3Cp1p2/P1Pc2B2/4P1P1r/B2c5/9/4KA1NR w	i0i3	3948	1:i0i3:3948;2:b9b5:3830;3:b9b8:3219;4:b9b6:3199	random_pikafish_takeover	seed	case-000450	52	2	54	5	77
1R1ak4/r3a4/b3b4/p1p6/4p3p/P1B4cP/2P1N1p2/6c2/9/1R1AKABN1 w	e3f5	3372	1:e3f5:3372;2:i4i5:3241;3:h0g2:3125;4:b9b5:2980	random_pikafish_takeover	seed	case-000451	56	2	58	4	78
1C1a1R3/4k2r1/4c4/p1pr2p2/8P/2P1p4/P5P2/4B2c1/9/1R1AKAB2 b	h2h0	-49	1:h2h0:-49;2:e4e3:-653;3:h2h4:-1653;4:e4f4:-1736	random_pikafish_takeover	seed	case-000452	57	2	59	3	79
rn1akabn1/3c5/b2c4r/p1p1P1p2/1C7/1RP4p1/P4C2P/2N1B3R/4A4/2BAK2N1 b	c6c5	-2761	1:c6c5:-2761;2:d9e8:-2868;3:d8e8:-2895;4:d7b7:-3046	random_pikafish_takeover	seed	case-000453	47	2	49	1	77
1rcakabnr/5c3/b1n6/p1p1p3p/9/6P1P/P1P1P4/B1NC4R/9/R2AKABNC b	f8g8	-258	1:f8g8:-258;2:h9i7:-263;3:c6c5:-263;4:b9b5:-312	random_pikafish_takeover	seed	case-000454	25	2	27	2	79
3rka3/8n/b2a3r1/9/6b1c/2PR1cB2/P3PNP1P/5A3/1n3K3/2BA1N3 b	h7h2	9999	1:h7h2:9999;2:d9b9:9999;3:h7h0:9999;4:i5i6:6261	random_pikafish_takeover	seed	case-000455	89	2	91	0	78
1n1a2Cn1/4k4/5a3/p3p1pr1/1c6R/2p1P4/6P1P/B3BC3/3NN4/3AKA3 b	b9c7	-4307	1:b9c7:-4307;2:h6h2:-4427;3:g6g5:-4488;4:b9d8:-4744	random_pikafish_takeover	seed	case-000456	63	2	65	5	78
1r1a1abC1/2c1k3r/bn2c4/2P6/P7P/2B6/4PpPR1/B1N1N4/9/1R1AKA3 w	c6c7	2509	1:c6c7:2509;2:b0b6:2494;3:h3h5:2444;4:b0b5:2424	random_pikafish_takeover	seed	case-000457	76	2	78	4	79
1n4b2/rr1Ra4/b2ak4/R1c5p/4p2P1/2P3pNP/1C2PC3/4B4/4K4/1NBA1A3 w	h5g5	31994	1:h5g5:31994;2:a6c6:9999;3:d8b8:9999;4:h5h6:5769	random_pikafish_takeover	seed	case-000458	84	2	86	3	80
rn1a1a1n1/4k3r/2c5b/2p5p/p1bC2p2/4p1P2/P1P4cP/3AB1N1C/R8/1NBK1A2R w	i2i1	214	1:i2i1:214;2:i0h0:92;3:d5e5:66;4:a1b1:91	random_pikafish_takeover	seed	case-000459	32	2	34	1	78
2baka1R1/4n4/6r2/2P1p1p2/6N1p/p3P1P1P/9/9/n2K2N1R/2BA1Ac2 w	i1i3	-886	1:i1i3:-886;2:g1f3:-1193;3:h9h3:-1707;4:g1e0:-1779	random_pikafish_takeover	seed	case-000460	88	2	90	2	80
1C1a5/3na4/r2k4r/C1p5p/2b1P4/5pP1P/P3Pc3/B7N/9/3RKABR1 b	d7e7	-9999	1:d7e7:-9999	random_pikafish_takeover	seed	case-000461	87	2	89	0	79
r3kab2/4a3r/2n6/p1p1pCn2/1cb4cP/P5pN1/2P1PC3/9/R3K3R/1NBA1AB2 w	e1e0	-2357	1:e1e0:-2357;2:i1g1:-2508;3:c0e2:-2615;4:b0c2:-2740	random_pikafish_takeover	seed	case-000462	46	2	48	5	79
1nbaka1n1/1r7/4b4/p7P/2p1p1p2/1c2P3R/P1P3P2/B2AcC3/1R1N5/3AK2N1 b	h9g7	-2481	1:h9g7:-2481;2:b8b6:-2647;3:h9f8:-2721;4:d9e8:-2726	random_pikafish_takeover	seed	case-000463	41	2	43	3	81
1nR2a3/1r1ka1n2/r3b4/pc2N3P/9/P1P1P3c/9/B4A2B/3NA4/1R2K4 b	b6b4	891	1:b6b4:891;2:a7b7:871;3:b6b3:603;4:g8f6:469	random_pikafish_takeover	seed	case-000464	83	2	85	4	80
rnbak2n1/6c2/3ab3r/p8/2p1p4/P1P3Bpp/3CP2N1/N8/4A1C2/R1B1KAR2 b	h9g7	-1382	1:h9g7:-1382;2:g8g1:-1677;3:a9a8:-1681;4:i7i8:-1824	random_pikafish_takeover	seed	case-000465	55	2	57	1	79
r3ka1c1/2C2r3/b4an2/N3P4/P1p3p2/4c1P1p/2PR5/9/R8/2BAKAB2 b	f8c8	2493	1:f8c8:2493;2:g5g4:1764;3:a9c9:1098;4:g7f5:1025	random_pikafish_takeover	seed	case-000466	81	2	83	2	81
1nbakab2/r7n/7c1/4p2C1/9/1pc3pCp/P1P1PR2P/8N/4K4/1NBA1AB2 w	h4h7	123	1:h4h7:123;2:h4c4:-1415;3:h4h0:-1810;4:c3c4:-2208	random_pikafish_takeover	seed	case-000467	50	2	52	0	80
rnbakabn1/7c1/1C3c3/p1p3pr1/4p3p/2P6/P3P1P1P/4B1N1C/4A3R/RN2KAB2 b	a9a7	6	1:a9a7:6;2:h8g8:4;3:h6h2:-13;4:f7g7:-13	random_pikafish_takeover	seed	case-000468	15	2	17	5	80
1nbakabnr/6c2/5r3/2p1p1p1p/p8/8P/P1P1P1P2/3c1C3/1C2AK3/RNB2ABNR b	d2d5	3167	1:d2d5:3167;2:d2b2:3007;3:d2d8:2922;4:d2d7:2773	random_pikafish_takeover	seed	case-000469	17	2	19	3	82
1n2kabn1/4a3C/r3b2r1/2pP4p/p5p2/4R2C1/P1P5P/5A2R/N4K3/2BA2Bc1 b	a7b7	887	1:a7b7:887;2:h9g7:590;3:g5g4:292;4:h7h6:27	random_pikafish_takeover	seed	case-000470	53	2	55	4	81
1n1aka2r/5n3/b3b4/p1p5p/1C2P1p2/2P5P/P2r2R2/Bc3A2N/9/RN1AK4 b	d3d7	1081	1:d3d7:1081;2:d3d8:1020;3:d3d6:955;4:d3g3:429	random_pikafish_takeover	seed	case-000471	65	2	67	1	80
2bnka3/9/3ab1n2/1cp3pP1/1P2r3p/p3r4/1R4P2/3CB1R2/3cC4/2BAKA1N1 w	b5b6	2666	1:b5b6:2666;2:b3f3:1548;3:b3c3:1537;4:b5c5:61	random_pikafish_takeover	seed	case-000472	82	2	84	2	82
4ka3/1c1na4/b2r5/pr1Np1p2/6b1p/P3P4/R1P5P/2C5R/3KA4/1NBA5 b	d7d6	31997	1:d7d6:31997;2:b6b1:9999;3:d8b7:5493;4:b6b0:5115	random_pikafish_takeover	seed	case-000473	65	2	67	0	81
3a5/4k1r2/4rC2b/2p1p3N/1nb3p2/P3P1P2/1N6P/2n2A2R/9/1RBAK1B2 b	c2b0	2158	1:c2b0:2158;2:g5g4:-1846;3:e7f7:-2084;4:g8g6:-2153	random_pikafish_takeover	seed	case-000474	75	2	77	5	81
1nb1kab1r/3ra4/5cC2/p1p5p/4p1n2/9/P1P1P3P/BC7/9/RN1AKABNR w	a0a1	0	1:a0a1:0;2:i0i2:-10;3:d0e1:-20;4:i0i1:-12	random_pikafish_takeover	seed	case-000475	28	2	30	3	83
3a1ab1r/4k1cc1/4b3n/prC3p2/4p4/8P/P1P1P1P2/5R3/3CA4/RNBA1KBN1 w	c6c4	1697	1:c6c4:1697;2:d1c1:1171;3:c6c7:1124;4:i4i5:869	random_pikafish_takeover	seed	case-000476	26	2	28	4	82
rn1ak1b2/4a4/4b1n1c/p3p1prp/2p6/4P3P/P1P3P1R/B3C4/3N5/R2AKABN1 w	h0i2	-48	1:h0i2:-48;2:h0g2:-69;3:i3i0:-625;4:g3g4:-1799	random_pikafish_takeover	seed	case-000477	16	2	18	1	81
2ba1ab2/4k3n/1rn5r/2p5p/p2P2p2/5pP2/PC1c4P/4BCN2/4A4/1cBA1KN1R w	b3c3	-4247	1:b3c3:-4247;2:i0h0:-4382;3:g2f4:-4429;4:f2f1:-4557	random_pikafish_takeover	seed	case-000478	50	2	52	2	83
1C2ka3/1r1C5/2n1b3n/p5p1p/P1p6/1N4P1P/2P1P1R2/c3K4/7r1/2BA1ABN1 b	b8d8	5427	1:b8d8:5427;2:c7d5:5317;3:a2a1:5242;4:c7b9:5222	random_pikafish_takeover	seed	case-000479	59	2	61	0	82
2rak1bn1/9/c3b4/4p1r2/3n4p/P1p3P2/2P1P3P/B1N1CR3/4A4/3AK1BN1 b	c4c3	4346	1:c4c3:4346;2:d5c3:4209;3:g6h6:4153;4:g6g4:4147	random_pikafish_takeover	seed	case-000480	59	2	61	5	82
r1bakab2/1r7/7Cn/pnp3p2/8p/2Pp3c1/P3P1P1P/B2AB2C1/6R2/1c2K2NR b	b6c4	4713	1:b6c4:4713;2:a9b9:4379;3:b6a4:4321;4:b6c8:4285	random_pikafish_takeover	seed	case-000481	75	2	77	3	84
r1b1kab1r/n8/5a3/p1p1p3p/6p1C/2P6/P3P1n2/1cC1c4/4K4/RNB2ABNR b	i9h9	3102	1:i9h9:3102;2:i6i5:2226;3:g9i7:950;4:e2i2:-1787	random_pikafish_takeover	seed	case-000482	35	2	37	4	83
rn1akabnr/9/4b4/p3p1C1p/1cp6/3c5/P1P1P1P1P/NC2B4/4AN3/R1BAK3R b	h9i7	-31	1:h9i7:-31;2:b9c7:-44;3:d4d8:-79;4:i6i5:-90	random_pikafish_takeover	seed	case-000483	17	2	19	1	82
1n1k1abn1/1rc6/4ba2r/2pC4p/4p1p2/1p5RP/P1P1P1P2/2NA2C1B/5N3/1RBAK4 w	d2e1	3726	1:d2e1:3726;2:h4h9:3559;3:h4b4:3650;4:b0b4:3595	random_pikafish_takeover	seed	case-000484	42	2	44	2	84
2Rk1Cb2/9/5a1P1/8n/4p3p/p3P4/Pp1C5/B2Nc4/4A4/3A1KB2 b	d9d8	-9999	1:d9d8:-9999	random_pikafish_takeover	seed	case-000485	85	2	87	0	83
rn1akab2/c8/4b3r/pC7/2P1p1p2/4P1P2/P7P/4B2R1/1N2A1N2/2BAK4 b	e5e4	2376	1:e5e4:2376;2:i7i6:2305;3:g5g4:1990;4:b9d8:1915	random_pikafish_takeover	seed	case-000486	55	2	57	5	83
rn2kabnr/1R2a4/b8/2c6/6p1p/2p1p4/2P3P1P/2N5N/3C4R/2BAKA3 w	c3c4	-6	1:c3c4:-6;2:d1a1:-18;3:i1h1:-766;4:i1f1:-766	random_pikafish_takeover	seed	case-000487	52	2	54	3	85
1nba1abr1/5kn2/r8/p5R2/2p1p3p/P4C3/2P1P1P1P/B8/3NA1c2/3A1KC2 w	g6e6	-4181	1:g6e6:-4181;2:g6f6:-4252;3:g6c6:-4318;4:g6b6:-4409	random_pikafish_takeover	seed	case-000488	62	2	64	4	84
1r1akab2/2nR1r2n/4b4/2p3p1p/p3pc3/P1B4CP/2P1P1P2/c4A2R/3KA3N/9 w	d8f8	-3608	1:d8f8:-3608;2:d8d2:-4945;3:d8d4:-9999;4:d8d7:-9999	random_pikafish_takeover	seed	case-000489	66	2	68	1	83
1n1aka1n1/rr7/b7c/p1p1p3p/P1b3p2/1C7/N1P1P1P1P/B5CR1/9/1R1AKABN1 b	b8h8	-3466	1:b8h8:-3466;2:i7e7:-3844;3:i7i3:-3872;4:b8g8:-3995	random_pikafish_takeover	seed	case-000490	23	2	25	2	85
2bak3r/4a4/2n1b4/r1p1p1pCp/4c4/p1B3P2/P1c1P3P/3C4N/4A4/RNBAK2R1 w	a3a4	1953	1:a3a4:1953;2:c4e2:1291;3:d2d6:1253;4:b0a2:1227	random_pikafish_takeover	seed	case-000491	22	2	24	0	84
1nbk1a1n1/9/2r1b3r/p1p4c1/4c1P1p/9/PCP5P/1N2B3C/9/3AKABNR w	f0e1	-3663	1:f0e1:-3663;2:d0e1:-4608;3:e2c0:-31999;4:e2g4:-31999	random_pikafish_takeover	seed	case-000492	26	2	28	5	84
r1ba1a3/4kc3/n3b2cn/1Cp1p1p2/8p/p1P3P2/P3P3P/8B/2R1AN3/RNB1KA3 w	b6e6	3857	1:b6e6:3857;2:b6a6:3375;3:a0a2:3297;4:c1c2:3041	random_pikafish_takeover	seed	case-000493	32	2	34	3	86
2bak1bn1/4a4/6c2/3r2C2/p3p2Cp/P2p2P1P/2P1P4/n3BA2B/5R3/3A1KN2 b	d6g6	3343	1:d6g6:3343;2:g7f7:3280;3:d4e4:2826;4:h9i7:2989	random_pikafish_takeover	seed	case-000494	83	2	85	4	85
rnba1ab2/4kr3/7Cn/p1pCp1p1p/9/4c4/P1P3P1P/4B1N2/1c2R4/RN1AKAB2 b	e4e1	2557	1:e4e1:2557;2:a9a7:2392;3:f8f3:2255;4:b1b3:2130	random_pikafish_takeover	seed	case-000495	29	2	31	1	84
1nba1a3/3ck4/r1cC5/P1p2Cp1r/6bnp/1NPp5/6P1P/B7N/3K5/R2A1AB1R b	i6i7	4087	1:i6i7:4087;2:a7b7:2990;3:d4c4:1049;4:d4d3:547	random_pikafish_takeover	seed	case-000496	47	2	49	2	86
3ak1b1r/3Ra4/6C1c/p1p5p/2b1p4/4P2pP/P1c3P2/4B3B/1r1N5/3AKA1NR b	c3c0	1571	1:c3c0:1571;2:c3c1:871;3:c3c2:-4;4:b1b7:-15	random_pikafish_takeover	seed	case-000497	39	2	41	0	85
1Cbakab1r/7c1/5n1Cn/r5p1p/2P1p4/p5P2/2N5P/4B4/4cN1R1/2BAKA3 w	f1h2	-3444	1:f1h2:-3444;2:h7h6:-4098;3:b9b6:-4583;4:h1h2:-6381	random_pikafish_takeover	seed	case-000498	52	2	54	3	87
r1b1k1b2/4a4/n2a4n/2p6/6p1p/P1P1C1N2/4P1P2/2N4RB/4AK2c/1rBA1C3 b	e9d9	-1215	1:e9d9:-1215;2:c9e7:-2461;3:g9e7:-4031;4:e8f9:-4258	random_pikafish_takeover	seed	case-000499	75	2	77	5	85
